plot code,Season code,Sitlav - Soybeans - Yield - KG/Ha,mean_savi2,min_savi2,max_savi2,skew_savi2,kurt_savi2,std_savi2,mean_ndwi,min_ndwi,max_ndwi,skew_ndwi,kurt_ndwi,std_ndwi,mean_savi,min_savi,max_savi,skew_savi,kurt_savi,std_savi,mean_mndvi,min_mndvi,max_mndvi,skew_mndvi,kurt_mndvi,std_mndvi,mean_ndmi,min_ndmi,max_ndmi,skew_ndmi,kurt_ndmi,std_ndmi,mean_evi,min_evi,max_evi,skew_evi,kurt_evi,std_evi,mean_arvi,min_arvi,max_arvi,skew_arvi,kurt_arvi,std_arvi,mean_ndvi,min_ndvi,max_ndvi,skew_ndvi,kurt_ndvi,std_ndvi,mean_msavi,min_msavi,max_msavi,skew_msavi,kurt_msavi,std_msavi,mean_cri,min_cri,max_cri,skew_cri,kurt_cri,std_cri,mean_cari,min_cari,max_cari,skew_cari,kurt_cari,std_cari,CLASSE_DOM,mean_cec_0_5,mean_cec_15_30,mean_cec_30_60,mean_cec_5_15,mean_clay_0_5,mean_clay_15_30,mean_clay_30_60,mean_clay_5_15,mean_ph_0_5,mean_sand_0_5,mean_sand_15_30,mean_sand_5_15,mean_silt_0_5,mean_silt_15_30,mean_silt_30_60,mean_silt_5_15,mean_soc_0_5,mean_soc_15_30,mean_soc_30_60,mean_soc_5_15,mean_rain,min_rain,max_rain,skew_rain,kurt_rain,sum_rain,mean_mean temp,min_mean temp,max_mean temp,skew_mean temp,kurt_mean temp,mean_min temp,min_min temp,max_min temp,skew_min temp,kurt_min temp,mean_max temp,min_max temp,max_max temp,skew_max temp,kurt_max temp
AL548409Z,CR196LWQ0DTZ,4580.4,0.03202205496,0.01699259305,0.04519262304,-0.4101246961,-2.253783272,0.01195825335,-0.679471746,-0.8530515397,-0.4284917988,0.7505959931,-0.771562196,0.1732346763,0.1483237584,-2.253783272,0.8399518633,-2.574148171,9.501658157,0.649110728,0.870298484,0.4307455981,1.024687201,-1.989369383,3.975357623,0.2518861755,0.1899072604,-0.2432140672,0.4098373497,-1.147542377,-0.02898473564,0.2815614048,0.6668164413,0.1802779515,0.9890123069,-0.8121187449,-1.237112673,0.3398525638,0.6630187329,0.2596629388,0.8796784431,-1.253284469,0.8927945188,0.2544847162,0.7775626137,-1.989369383,3.975357623,0.603064298,6.500315666,1.123670778,0.5820334087,0.167943862,0.8399518633,-0.7162159574,-1.528134885,0.2952728009,8.807134071,4.526747451,16.16586936,1.492203873,2.783043354,4.41930292,0.3486020719,0.2934579911,0.4168449909,0.2820829386,-1.171735471,0.05010050835,PVe,126.5,132.5,119.4545455,128.4545455,326.5,330.9545455,536.9090909,338.9090909,40.68181818,536.9090909,539.2727273,531.8636364,505.9545455,128.9545455,129.7727273,136.5909091,75.27272727,196.7272727,144.9545455,254.5454545,5.05,0,80,4.123976111,19.85139894,404,24.5111413,22.125,27.54166667,0.4853690681,-0.1342521926,21.2375,19,23,-0.6107153581,1.154206069,29.1125,24,34,0.05902203962,-0.2655034378
AL548413Z,CR196LWQ0DUZ,4465.2,0.03231477505,0.01641254408,0.04351064764,-0.6696235089,-2.322043083,0.01198572466,-0.7002040278,-0.8568377441,-0.4279948846,1.194307492,0.5819871762,0.1738276322,0.143375059,-2.322043083,0.84780889,-2.438828657,8.405622483,0.6826933117,0.8744971295,0.4324151106,1.033606987,-1.983986944,3.960354879,0.2534582352,0.1920228056,-0.2616705977,0.414015092,-1.170365823,-0.0001134267973,0.2941566739,0.6880065817,0.1759621114,0.9574698635,-1.036995599,-0.7924836682,0.3436211276,0.6826360359,0.2554711185,0.8792327662,-1.568053348,2.08567666,0.2578588586,0.7873073098,-1.983986944,3.960354879,0.561387622,6.453285321,1.120087747,0.6083657242,0.1621640883,0.84780889,-1.02031337,-0.8353775496,0.3003341834,9.51703224,4.256769335,16.09284094,0.7298625752,1.879367332,4.274316467,0.3399219961,0.2802200918,0.4053778495,0.09932910074,-0.9583109358,0.04918713521,PVe,126.9,130.6666667,122.5333333,130.5,324.1333333,313.0333333,545.7333333,333.6333333,41,545.7333333,564.4,545.2,514.7666667,121.1,122.6,130.1,71.26666667,189.0666667,130.9,250.8333333,5.05,0,80,4.123976111,19.85139894,404,24.5111413,22.125,27.54166667,0.4853690681,-0.1342521926,21.2375,19,23,-0.6107153581,1.154206069,29.1125,24,34,0.05902203962,-0.2655034378
AL548412Z,CR196LWQ0DWZ,4202.4,0.02807573855,0.01675558904,0.03786079566,-0.2288292988,-3.918447183,0.009987773551,-0.6354904515,-0.793611816,-0.3711468996,1.056315754,-0.1859055975,0.1958427413,-0.001730320974,-3.918447183,0.7522403363,-3.629971522,14.55184304,1.021988639,0.8101585132,0.4060480525,0.9909651206,-1.833062617,3.385001027,0.2733984105,0.1191265386,-0.2781707341,0.356370948,-1.068103591,-0.1222728118,0.2938182909,0.5753827559,0.1672295416,0.8526435549,-0.7411416669,-1.696617327,0.3184052546,0.6149858453,0.2286243992,0.8265902845,-1.298468612,0.982139279,0.2769989811,0.7073333136,-1.833062617,3.385001027,0.2017411861,5.305695559,1.056643438,0.5172589823,0.1481118273,0.7522403363,-0.6850531617,-2.18495298,0.2920178887,8.999312519,3.24148688,15.18326748,0.2271637488,0.03137033378,5.016417808,0.352209482,0.3214793533,0.3877578603,0.3180657626,-2.513216501,0.02981409937,RLd,127.372549,121.5490196,109.8627451,122.5686275,304.4509804,310.2156863,557.7254902,315.2352941,38.60784314,557.7254902,561.2156863,555.5686275,519.4117647,129.2352941,128.5882353,137.8039216,76.88235294,193.372549,131.1960784,224.9607843,5,0,80,4.201258548,20.47626457,400,24.4955163,22.125,27.54166667,0.5098923269,-0.3224870971,21.175,19,23,-0.7233527946,0.9384690948,29.1375,24,34,0.1133463392,-0.447183126
AL544540Z,CR196LWQ0DXZ,4666.8,0.03089294288,0.01763132405,0.04015654737,-0.5439283377,-2.891195386,0.01081836162,-0.6783759935,-0.842364785,-0.3774536756,1.341699169,1.203128995,0.2145614419,0.06629478889,-2.891195386,0.8379209203,-2.899848176,10.54321485,0.8237331827,0.8355047464,0.3914243199,1.010553351,-1.942398945,3.793274642,0.2975200384,0.1659953239,-0.2838707913,0.4053457087,-1.351190571,1.220243337,0.3204660059,0.6465171974,0.1693275558,0.9205654229,-1.098321351,-0.02200472489,0.3515396841,0.6591254519,0.2267015423,0.8708982723,-1.604108491,2.395736484,0.2993049914,0.7537208231,-1.942398945,3.793274642,0.4727494875,5.492295052,1.160546891,0.5864740279,0.1536511503,0.8379209203,-1.020539291,-0.4263614723,0.3226014269,10.16442564,3.493467437,15.48540082,-0.7597862511,1.319448367,5.003839976,0.3386347338,0.2989236216,0.4084267334,1.416153534,1.74603458,0.04924246596,RLd,127,121.8214286,116.6428571,128.6071429,310.0357143,304.4285714,556.0357143,318.6428571,40,556.0357143,567.8571429,554.6428571,514.2142857,126.7857143,127.75,133.9642857,70.96428571,180.8571429,119.1428571,225,4.3625,0,45,2.574220915,6.171455239,349,24.49187047,22.125,27.54166667,0.5153680748,-0.2942471754,21.1625,19,23,-0.7027418535,0.9763475435,29.125,24,34,0.1074406706,-0.4110314425
AL548411Z,CR196P97Z,4626,0.03205294818,0.01771053539,0.04646597803,0.008645358233,-3.771578035,0.01335637723,-0.638499802,-0.8459309117,-0.3930317425,0.3909015164,-2.065576609,0.2017755839,0.0332699889,-3.771578035,0.8451468656,-3.575049408,14.30900281,0.9964099091,0.7842612697,0.3553147199,0.9984737155,-1.686310782,2.829741029,0.2942350684,0.1052475833,-0.2691921736,0.3851175069,-0.5875543438,-2.146753923,0.2998031829,0.6152620743,0.1522493575,0.9266100741,-0.5897283244,-2.68347058,0.3738952366,0.6065193524,0.2087893098,0.8703159732,-1.000783061,-0.02020433015,0.2957110278,0.6633931212,-1.686310782,2.829741029,-0.3234269213,4.898215752,0.9264752316,0.5401620942,0.1450786844,0.8451468656,-0.4972599245,-2.596307882,0.3227934901,8.304744166,4.306121619,15.72290385,1.665937866,2.959418903,5.090965257,0.4084648052,0.3032434023,0.4934967061,-0.7541900053,1.819474963,0.07854039092,RLd,127.3589744,128.6923077,123.5897436,134,289.4871795,283.0769231,576.2564103,296.1794872,37.46153846,576.2564103,584.6923077,575.6923077,512.1282051,128.2820513,132.2564103,134.2820513,70.58974359,177.8717949,125.1538462,217.4615385,5.275,0,50,2.485686694,5.196640307,422,24.5111413,22.125,27.54166667,0.4853690681,-0.1342521926,21.2375,19,23,-0.6107153581,1.154206069,29.1125,24,34,0.05902203962,-0.2655034378
AL548414Z,CR196LWQ0E0Z,4500,0.03049815121,0.01699691377,0.04005853008,-0.5877114593,-2.403649735,0.01034505546,-0.6769265764,-0.8584552051,-0.431468392,0.7491426652,-0.4940807467,0.1686869456,0.1205769322,-2.403649735,0.8431945557,-2.696172819,9.874885505,0.6770876086,0.8579355905,0.3754246785,1.120459519,-1.376366492,1.487500295,0.2983165002,0.1577537342,-0.275462058,0.4013346261,-0.821412367,-1.834914237,0.3099178843,0.6361816257,0.1573653892,0.9056041538,-0.8650971427,-1.504008923,0.3356580241,0.6408861394,0.2248061719,0.8768008049,-1.190438665,0.4706544524,0.2664284608,0.6559462789,-1.376366492,1.487500295,-2.218405339,6.803782002,0.6402120096,0.5574469561,0.1507670735,0.8431945557,-0.7063048276,-1.360245226,0.2890076253,7.98796873,4.562996354,14.95938048,1.742994405,3.368916371,4.084168149,0.3280492335,0.2513867352,0.3870666661,-0.6065701566,-1.587721244,0.05602485685,RLd,127.5423729,139.6101695,136.2033898,146.5423729,293.2372881,310.220339,583.8135593,297.0847458,40.6440678,583.8135593,573.1694915,583.4745763,508.2033898,119.4915254,116.6779661,122.9661017,70.86440678,185.559322,128.9322034,250.9661017,5.275,0,85,3.652372501,16.21996063,422,24.46843297,22.125,27.54166667,0.5057931011,-0.03509039341,21.2125,19,23,-0.7364443777,1.24925514,29.0375,24,34,0.08234684932,-0.2558757316
AL549745Z,CR196LWQ0E1Z,4128,0.03194140251,0.01725021886,0.04261483598,-0.6313220982,-2.496596012,0.01130292843,-0.6771643391,-0.8592924463,-0.4260092637,0.7495986315,-0.5000437226,0.1722653252,0.1233331962,-2.496596012,0.8471111613,-2.690742167,9.798837216,0.7038038575,0.8409126134,0.3686265326,1.054503097,-1.604199423,2.251311881,0.2836645921,0.1596647955,-0.2709322336,0.4047599938,-0.8640562789,-1.620063614,0.3034479291,0.660115363,0.1545732096,0.9495019607,-0.8920102765,-1.519370663,0.3536420881,0.6405250221,0.2174107092,0.8763456046,-1.221910909,0.725724371,0.2686396947,0.6774773631,-1.604199423,2.251311881,-1.337897109,5.818986992,0.7686546679,0.5774305277,0.1481707656,0.8471111613,-0.8520592873,-1.405363298,0.3004153839,8.476446135,4.30835193,15.09288863,0.8547668876,-0.4200733272,4.45958936,0.346410821,0.2555676155,0.3970353673,-1.656312202,3.412471601,0.05351126022,RLd,126.8253968,146.5873016,145.7301587,152.7619048,297.4444444,320.2380952,576.1269841,302.4444444,41.11111111,576.1269841,562.4920635,576.952381,496.031746,120.6190476,117.3650794,126.3968254,70.15873016,188.3809524,133.5873016,239.5396825,,,,,,0,24.42624547,22.125,27.375,0.4030608521,-0.2190911498,21.2,19,23,-0.7150381709,1.296560582,28.9625,24,33,-0.02739531331,-0.4262771776
AL549746Z,CR196LWQ0E2Z,4740,0.02915557594,0.01670514199,0.03926503536,-0.3024632147,-3.911457764,0.01081588332,-0.6781598893,-0.8605118485,-0.4215572212,0.6764066073,-1.883131215,0.2022987186,0.004942739612,-3.911457764,0.8493619095,-3.540059189,14.0660747,1.029137117,0.8197456758,0.3921147845,1.070813745,-1.307322785,1.234200939,0.305679604,0.1482482,-0.2470694688,0.4479363549,-0.3908652821,-3.642326456,0.3355427833,0.5987172045,0.1571599618,0.9079083297,-0.5737199551,-2.69124419,0.3574174789,0.6314031172,0.224694178,0.8742087959,-1.021398968,-0.3882370119,0.3029863573,0.6081388483,-1.307322785,1.234200939,-2.298149007,6.575153586,0.6343406642,0.5416772617,0.1481540433,0.8493619095,-0.492573277,-2.473958655,0.3210363657,8.371696818,4.204735296,14.76865432,1.233801955,1.545772417,4.587788419,0.3163565697,0.2548146972,0.3837256292,0.0702345072,-5.391983261,0.06621422732,RLd,127.3829787,149.0425532,147.2553191,158.7659574,312.7234043,343.5106383,557.8297872,320.5531915,40.65957447,557.8297872,538.1914894,557.7021277,468.1489362,121.7446809,118.2553191,129.4255319,70.80851064,186.9787234,136.2765957,243.8510638,,,,,,0,24.42624547,22.125,27.375,0.4030608521,-0.2190911498,21.2,19,23,-0.7150381709,1.296560582,28.9625,24,33,-0.02739531331,-0.4262771776
AL548410Z,CR196LWQ0E3Z,3078,0.02321527457,0.01681553341,0.03035591061,0.4844411092,,0.006800525538,-0.5629798467,-0.7736211939,-0.3547921453,-0.05271516881,,0.2094253048,0.2032075482,0.006800525538,0.6608597832,0.921311024,-0.7067338146,0.2348634357,0.6757763859,0.3385153147,0.9417719252,-0.985820057,,0.3078777624,-0.001089944572,-0.2688103124,0.2924042009,0.4085694229,,0.2814936024,0.4181077724,0.1404567097,0.7045120185,0.1394799502,,0.2821295119,0.4984362068,0.1905118717,0.7929788137,-0.1993626134,,0.3014563103,0.4471344752,-0.985820057,0.9417719252,-1.999604258,5.070187148,0.5428189917,0.3852448732,0.1287226846,0.6608597832,0.3206390105,,0.2665818297,8.1192593,3.66189887,13.97759115,1.106634431,,5.298624116,0.3541013663,0.2945979217,0.4055126739,-0.6377905308,,0.05589841303,RLd,126.2444444,129.8444444,122.5555556,139.5111111,302.9777778,311.3333333,567.6666667,311.8666667,36.42222222,567.6666667,561.0666667,562.2888889,486.2222222,125.8666667,127.6,129.3111111,71.37777778,183.3333333,135.1777778,224.4222222,6.1875,0,79,3.185806517,9.899670293,495,24.49187047,22.125,27.54166667,0.5153680748,-0.2942471754,21.1625,19,23,-0.7027418535,0.9763475435,29.125,24,34,0.1074406706,-0.4110314425
AL548354Z,CR196LJNUZ,3300,0.02831300373,0.01647233453,0.03562283078,-1.250829576,1.165728059,0.008508821587,-0.6952596105,-0.7945337668,-0.4859910257,1.777758936,3.192704294,0.1422882244,0.2460974155,-1.250829576,1.165728059,-1.115632782,3.642046914,0.5116014857,0.8966440418,0.5742057122,1.063617416,-1.735669463,3.187708912,0.2198689924,0.1690661604,-0.1684222902,0.3244253299,-1.6939916,2.775975507,0.2314649012,0.6300855405,0.2503923621,0.836025672,-1.605985213,2.644162356,0.2622855163,0.6890590972,0.3820163355,0.8056957275,-1.978428497,3.927177856,0.2050659885,0.7695495112,-1.735669463,3.187708912,-0.1570642472,5.289449172,0.9969820716,0.5725766186,0.2249942498,0.729794527,-1.740813475,2.979040754,0.2372768725,11.59638954,5.974876586,16.87320531,-0.1042092421,-3.962706882,5.113982138,0.3449789888,0.3260104068,0.3807679233,1.739405842,3.301375034,0.02437885537,LVd,126.4933333,91.44,84.81333333,117.7333333,252.2,247.9066667,614.1733333,250.1866667,43.29333333,614.1733333,618.84,619.0933333,558.9733333,130.6666667,133.3466667,133.6666667,61.64,194.6266667,120.5866667,213.56,5.2875,0,50,2.272793554,4.562166356,423,23.2504529,18.95833333,25.75,-0.3903107656,1.217526323,20.5125,16,22,-1.946507474,5.762626185,27.35,21,31,-0.3144501337,0.03348633127
AL548352Z,CR196K9NCZ,3300,0.02679553779,0.01577467502,0.03491167323,-0.9968540918,1.619337646,0.008060679058,-0.6921287011,-0.829417639,-0.4977025949,1.075581683,1.451346286,0.1414494856,0.270491595,-0.9968540918,1.619337646,0.2661029065,3.204566369,0.5218582236,0.9176529171,0.5628434681,1.125665142,-1.578092337,2.942242538,0.2450439172,0.187531209,-0.1567078035,0.3518419844,-1.807080343,3.344330203,0.2333583663,0.5945720859,0.237582764,0.8111344636,-1.508613248,2.781298821,0.2480880592,0.6756137547,0.379297041,0.836021595,-1.550544755,2.324178827,0.2060103058,0.7722261637,-1.578092337,2.942242538,-0.3245472489,4.999650212,0.9247216799,0.537038256,0.2161672146,0.7746832537,-1.010256208,1.922080455,0.2337250844,12.18163152,4.857294343,20.62266447,0.1880745936,-4.409855497,7.634408334,0.3149779578,0.2896681754,0.3284738413,-1.332724055,1.128215104,0.01807119101,LVd,125.5862069,85.24137931,79.75862069,107.0344828,254.3448276,262.5517241,598.9655172,251.862069,44.34482759,598.9655172,590.5862069,602.4137931,550,145.7931034,146.9655172,146.7586207,62.55172414,208.8965517,121.8965517,212.2413793,5.403125,0,52.25,2.355289843,5.489825316,432.25,23.36086957,20.625,25.75,0.2657686173,-0.2716364236,20.625,18,22,-0.9464791374,1.218971711,27.475,24,31,-0.06222969968,-0.7052365403
AL548353Z,CR196K9NDZ,3360,0.02938143296,0.01565138339,0.03590461031,-1.646558813,2.57392818,0.009462000665,-0.7186911794,-0.8086900996,-0.4964243469,1.882726176,3.55899846,0.1497117053,0.3140284172,-1.646558813,2.57392818,0.5664268309,5.472996409,0.7844377319,0.9007075039,0.5678024683,1.070277369,-1.773811292,3.336425055,0.2261896498,0.1918259118,-0.1588308791,0.3549141676,-1.75005389,3.038998793,0.239124471,0.6566293112,0.2384374655,0.8367866903,-1.824355425,3.326974759,0.2831986711,0.7028012103,0.3830331819,0.8146732445,-1.994171782,3.98001787,0.2132830903,0.7839505265,-1.773811292,3.336425055,-0.02269651722,5.328561179,1.033193493,0.6028606,0.2164521163,0.7670924138,-1.87384025,3.532858171,0.260467511,11.76374119,6.775373153,15.62526991,-0.2424132091,-4.606577433,4.48090463,0.3251275208,0.2841618574,0.3674045499,0.09910614511,-0.1446709078,0.03503236631,LVd,125.8666667,83.3,78.6,103.3666667,253.2,249.3,602.8,248.7,40.76666667,602.8,606.3333333,604.6666667,547.0666667,146.6,144.3333333,144,66.46666667,198.1333333,116.6333333,199.6666667,5.403125,0,52.25,2.355289843,5.489825316,432.25,23.36086957,20.625,25.75,0.2657686173,-0.2716364236,20.625,18,22,-0.9464791374,1.218971711,27.475,24,31,-0.06222969968,-0.7052365403
AL548355Z,CR196H7Q0SVZ,3600,0.02603238337,0.01083159548,0.04174324709,0.3018004627,-2.842988071,0.01413637687,-0.6134755908,-0.8329519534,-0.4172666107,-0.1598998019,-2.938242105,0.198140767,0.1013058491,-2.842988071,0.8313901106,-3.417007495,14.35902258,0.7321019082,0.8894054342,0.3548869986,1.312753088,-0.6814233361,0.7406183748,0.3577917345,0.06880939572,-0.2763434641,0.3500956212,-0.1464444065,-1.536601354,0.2609429876,0.5251207526,0.1486371508,0.941792454,0.3162557655,-2.999430288,0.3761103416,0.5720682406,0.22014173,0.8363346585,-0.2896487092,-1.634941061,0.2635651651,0.6581406212,-0.6814233361,1.312753088,-1.22888065,2.777379988,0.4876877625,0.4672320763,0.1402178651,0.8313901106,0.309872326,-3.063572384,0.3394976158,8.255131823,2.9412675,16.80246162,1.072272428,1.093135887,5.441552261,0.3309534232,0.2033781196,0.4449648996,-0.3530635187,0.4407883482,0.08970480707,LVd,126.5454545,79.45454545,71.5,96.61363636,267.4318182,268.7045455,568.75,263.3409091,44.25,568.75,558.8863636,566.4090909,510.2727273,170.1363636,172.4318182,163.8863636,68.86363636,206.1818182,121.8409091,227.2272727,4.7625,0,62.5,3.043003614,10.59960264,381,23.41050725,18.95833333,25.75,-0.5551556883,0.937766158,20.5,16,22,-1.633565665,4.08021978,27.65,21,32,-0.4222547639,0.1245511108
AL548350Z,CR196H7Q0TVZ,3600,0.03279838694,0.01734776095,0.04328070449,-0.7032525041,-1.89051278,0.01126455611,-0.6689277417,-0.8431349436,-0.353353262,1.352094489,1.517314534,0.1953106284,0.158916762,-1.89051278,0.8750087262,-1.960600669,5.927943743,0.6072184921,0.8426995479,0.3362816587,1.043691403,-1.87014539,3.472669788,0.2940338233,0.1662224917,-0.238724197,0.359688327,-1.248945478,0.3558970517,0.2586392858,0.6777417906,0.1498111368,0.9451446382,-1.203877581,0.1990203498,0.339688281,0.6569930593,0.1990708765,0.8588141461,-1.793586705,3.222256443,0.2679840605,0.7433502726,-1.87014539,3.472669788,0.1609647181,5.870132481,1.015739168,0.5980164856,0.1349762808,0.8750087262,-1.119030166,0.2829849916,0.2996776931,11.16980747,3.054450491,24.97897543,1.574947495,3.339118793,8.187066642,0.4034127043,0.3091995413,0.4829486216,-0.5389671601,1.191192803,0.06343659436,LVd,126.8648649,81.05405405,72.16216216,104.4054054,265.5135135,269.0540541,558.4054054,263.5945946,45.94594595,558.4054054,555.8918919,563.1351351,507.5135135,173.1621622,175.1081081,176.1621622,69.45945946,218.1081081,124.7027027,268.2162162,6.0375,0,70,2.687479081,7.784068282,483,23.2551404,21.91666667,25.75,0.7311944796,-0.001193939667,20.775,19,22,-0.6306571601,1.040134465,27.15,24,31,0.0688292589,-0.5635245983
AL549777Z,CR196NRPPZ,4020,0.0266560297,0.0161667612,0.03838285497,0.01709669193,-2.467793553,0.009801824548,-0.6135935739,-0.8445050288,-0.3475527524,0.2476362205,-1.804223575,0.2057512799,0.1121624154,-2.467793553,0.8316157585,-3.19701263,13.13986931,0.6534266177,0.7820907534,0.3486031141,1.015958001,-0.9433945763,-1.313108116,0.2990143449,0.05216070233,-0.2853844768,0.375038277,-0.1888596008,-2.429197538,0.2850377686,0.5325183154,0.1431980575,0.8844202398,-0.2683010799,-2.298043414,0.3163543159,0.5762749301,0.1951182317,0.8509522991,-0.5821160722,-1.614532025,0.2775932801,0.4514880844,-1.313108116,1.015958001,-1.783957549,2.800329686,0.6795907011,0.4846944706,0.125158624,0.8316157585,-0.1049387224,-2.321215867,0.3019314037,10.71298269,2.482081753,20.72910482,0.4814608261,-2.875796347,8.342755857,0.354692076,0.3100000466,0.3878111328,-0.6779521728,-0.1759354955,0.03049409476,LVd,127.7118644,109.7457627,100.7288136,138,263.0847458,283.8305085,587.8644068,253.5423729,43.47457627,587.8644068,565.7627119,596.3220339,516.3898305,150.1694915,150.3898305,149.0677966,66.23728814,196.9152542,122.6440678,238.779661,7.79375,0,90,2.987960682,9.813731955,623.5,23.2551404,21.91666667,25.75,0.7311944796,-0.001193939667,20.775,19,22,-0.6306571601,1.040134465,27.15,24,31,0.0688292589,-0.5635245983
AL548371Z,CR196NRPWZ,3600,0.02538431377,0.01203692695,0.03721818327,-0.326396508,-2.388670868,0.01083871198,-0.6088779641,-0.839564247,-0.3307793244,0.3042726105,-1.296797875,0.2061279136,0.09567680072,-2.388670868,0.8169070099,-2.98203827,11.83586015,0.6427885674,0.8121365316,0.4381582721,1.03900351,-0.8468266437,-1.655721645,0.2646273871,0.06510263675,-0.2241920663,0.3682064057,-0.1374527899,-2.680386068,0.2668171424,0.5285017145,0.1370780844,0.8638890063,-0.3595215734,-2.266808441,0.3106642022,0.5860196033,0.2253270702,0.8491616039,-0.539801094,-1.390774753,0.2606976054,0.4548075813,-1.655721645,1.03900351,-2.076741422,4.320123241,0.7324253417,0.4774469772,0.1100910759,0.8169070099,-0.1520058357,-2.248262189,0.3007809912,10.8455562,2.535969079,20.62973835,0.4872003233,-2.935849073,8.300075404,0.3330225205,0.2748855197,0.3884996826,0.1025440938,-1.831789032,0.04683581471,RQo,129.0769231,95.8,87.07692308,123.2153846,248.8,267.1538462,606.3538462,238.4769231,40.10769231,606.3538462,593.6153846,618.1692308,544.6769231,143.3384615,139.2307692,144.9076923,63.03076923,190.3538462,115.4,235.0153846,7.79375,0,90,2.987960682,9.813731955,623.5,23.2348279,21.91666667,25.75,0.7738612842,0.1866444692,20.775,19,22,-0.6306571601,1.040134465,27.1,24,31,0.02185953952,-0.5658830263
AL549933Z,CR196H7Q15RZ,3600,0.02713893773,0.01298559136,0.03662092372,-0.6579099794,-2.773177864,0.0110824412,-0.6130233353,-0.8168019547,-0.3206164273,0.6007509861,-0.6900530589,0.2033643046,0.0735136775,-2.773177864,0.7590826832,-3.076797651,11.85932475,0.7358995869,0.817623902,0.4952471737,0.9887341684,-0.9379545142,-1.396747722,0.2232166389,0.09351402339,-0.1632074683,0.3282716218,-0.3895173434,-3.067118174,0.2372746249,0.5658558133,0.1574308571,0.7940990466,-0.7544353154,-2.467871894,0.3060559545,0.5984162193,0.2417603676,0.8226856017,-0.7576183011,-0.7516453606,0.245090969,0.4691598386,-1.396747722,0.9887341684,-1.980763241,3.456948803,0.690961207,0.5027544715,0.1221818261,0.7590826832,-0.5785096593,-2.278781781,0.2886803133,11.00530243,1.983157967,22.73385929,0.5713330704,-2.438622074,9.095979467,0.3660598909,0.2897073412,0.4932823724,1.23534553,1.17035809,0.08001336617,RQo,128.7,106.95,98.5,134.35,242.55,273.05,622.45,236.75,37.7,622.45,597.35,629.1,555.35,134.1,129.65,135.3,64.8,182.6,111.7,223,7.79375,0,90,2.987960682,9.813731955,623.5,23.2348279,21.91666667,25.75,0.7738612842,0.1866444692,20.775,19,22,-0.6306571601,1.040134465,27.1,24,31,0.02185953952,-0.5658830263
AL548356Z,CR196H7Q12KZ,3900,0.0289350036,0.01594330978,0.03905203504,-0.1903412912,-2.639678286,0.0101205091,-0.6521749188,-0.8435595042,-0.426796694,0.1902494317,-2.444804221,0.1765919258,0.1429630262,-2.639678286,0.8323571542,-3.267553424,13.9963261,0.6659354552,0.8346294333,0.3591233237,1.056556056,-1.532187592,2.282768099,0.2591559442,0.1030020338,-0.2647891951,0.3367488681,-0.4649626153,-1.672354988,0.2507046724,0.587590542,0.1505004357,0.883859875,-0.3455324661,-2.147026366,0.3133847425,0.6132699687,0.2241224858,0.8435502565,-0.723897694,-0.7630206626,0.2461958497,0.680375835,-1.532187592,2.282768099,-1.209643302,6.129033892,0.7169872767,0.5268608967,0.1420364525,0.8323571542,-0.2408102337,-2.281084677,0.2861268908,9.373436164,3.82892085,18.9889306,0.9599628277,-0.4541601089,5.992661481,0.3591937618,0.2775300395,0.4167329373,-0.5596011227,-0.3102955098,0.05218181253,LVd,125.7586207,87.32758621,81.75862069,109.1034483,265.4827586,272.7068966,571.4137931,259.2931034,44.48275862,571.4137931,566.1551724,576.8103448,502.0172414,163.8965517,161.137931,163.1724138,71.15517241,206.7931034,125.0172414,231.8448276,4.7375,0,55,2.769953361,8.427835324,379,23.43915308,18.95833333,25.75,-0.5989046309,1.185390185,20.5375,16,22,-1.760766964,4.630442038,27.7,21,32,-0.4501786015,0.2964901326
AL548361Z,CR196H7Q12LZ,3900,0.02980742954,0.01607501748,0.04055184447,-0.1614054387,-2.784769676,0.01103259427,-0.6267876843,-0.8484903243,-0.3197564826,0.4516667952,-1.982545286,0.2213283552,0.1358431822,-2.784769676,0.8507112118,-3.307386068,14.3136317,0.695824957,0.8403492586,0.3573420001,1.062573495,-1.555098374,2.013288721,0.2921640865,0.1115411818,-0.2675892551,0.3432283869,-0.5145276216,-1.550288277,0.2548635602,0.5934994096,0.1506162922,0.9133452217,-0.2427815318,-2.574267346,0.3406384039,0.5924404882,0.2235361781,0.8503244828,-0.4839334704,-2.160292326,0.2773590546,0.6513888058,-1.555098374,2.013288721,-1.597379513,6.039060056,0.7116695505,0.5222255051,0.1425627548,0.8507112118,-0.1565456929,-2.771618245,0.3195496554,9.341447675,1.823109745,18.3327315,0.4815209865,-1.424605497,6.466624075,0.3860322112,0.2939092771,0.5278461609,0.9957401224,0.3538869763,0.0851916495,RQo,125.9102564,100.2307692,96.14102564,135.2692308,267.9358974,291.5128205,573.1794872,259.9487179,45.56410256,573.1794872,560.2435897,583.8846154,503.1923077,156.1538462,148.1666667,158.8461538,68.37179487,211.4102564,127.5128205,243.1282051,4.83125,0,47.5,2.374267239,5.566219136,386.5,23.43915308,18.95833333,25.75,-0.5989046309,1.185390185,20.5375,16,22,-1.760766964,4.630442038,27.7,21,32,-0.4501786015,0.2964901326
